CONCURSO,R1,R2,R3,R4,R5,FECHA
47171,2,1,6,4,1,2008-08-14
47170,4,0,3,6,6,2008-08-15
47169,9,3,4,7,1,2008-08-15
47168,1,5,7,1,7,2008-08-16
47167,3,5,8,2,7,2008-08-16
47166,7,4,0,6,4,2008-08-17
47165,0,4,2,4,4,2008-08-17
47164,4,7,1,3,3,2008-08-18
47163,5,0,7,9,9,2008-08-18
47162,5,6,4,8,7,2008-08-19
47161,9,9,7,3,4,2008-08-19
47160,2,8,3,6,1,2008-08-20
47159,1,7,7,5,4,2008-08-20
47158,8,0,1,5,2,2008-08-21
47157,5,9,7,3,9,2008-08-21
47156,4,7,0,1,3,2008-08-22
47155,0,7,8,7,7,2008-08-22
47154,6,5,9,7,9,2008-08-23
47153,3,2,2,2,7,2008-08-23
47152,5,7,6,5,5,2008-08-24
47151,4,8,6,6,6,2008-08-24
47150,5,7,0,0,9,2008-08-25
47149,0,2,2,9,2,2008-08-25
47148,0,4,6,4,1,2008-08-26
47147,8,6,5,3,8,2008-08-26
47146,3,5,8,0,4,2008-08-27
47145,9,3,3,8,4,2008-08-27
47144,5,9,9,0,0,2008-08-28
47143,2,8,2,8,1,2008-08-28
47142,6,2,2,2,9,2008-08-29
47141,8,3,8,6,6,2008-08-29
47140,5,8,7,8,3,2008-08-30
47139,4,5,4,9,8,2008-08-30
47138,0,3,7,7,8,2008-08-31
47137,7,2,7,5,5,2008-08-31
47136,5,3,1,5,5,2008-09-01
47135,5,8,2,4,4,2008-09-01
47134,9,4,1,4,3,2008-09-02
47133,9,1,3,2,0,2008-09-02
47132,8,3,3,9,7,2008-09-03
47131,1,5,0,7,0,2008-09-03
47130,8,0,6,7,6,2008-09-04
47129,4,1,1,0,8,2008-09-04
47128,2,3,3,3,0,2008-09-05
47127,7,6,2,2,3,2008-09-05
47126,2,3,1,9,9,2008-09-06
47125,5,8,6,0,0,2008-09-06
47124,4,1,3,4,7,2008-09-07
47123,8,6,2,1,5,2008-09-07
47122,0,5,6,5,2,2008-09-08
47121,7,9,8,4,0,2008-09-08
47120,5,8,6,3,3,2008-09-09
47119,0,6,0,4,5,2008-09-09
47118,2,7,9,3,8,2008-09-10
47117,6,1,7,3,9,2008-09-10
47116,9,3,5,4,9,2008-09-11
47115,9,1,8,5,1,2008-09-11
47114,3,0,8,1,0,2008-09-12
47113,6,4,8,8,6,2008-09-12
47112,0,7,7,6,4,2008-09-13
47111,7,5,5,8,0,2008-09-13
47110,9,7,8,3,4,2008-09-14
47109,0,6,7,8,6,2008-09-14
47108,6,5,1,0,4,2008-09-15
47107,0,9,1,7,4,2008-09-15
47106,9,2,7,9,3,2008-09-16
47105,8,9,1,5,4,2008-09-16
47104,2,4,2,8,8,2008-09-17
47103,6,9,8,0,4,2008-09-17
47102,8,0,5,7,4,2008-09-18
47101,7,3,4,2,1,2008-09-18
47100,4,0,0,0,0,2008-09-19
47099,3,4,1,0,1,2008-09-19
47098,2,7,2,0,6,2008-09-20
47097,6,0,6,1,2,2008-09-20
47096,1,0,7,1,2,2008-09-21
47095,6,4,0,1,5,2008-09-21
47094,4,1,3,4,2,2008-09-22
47093,1,4,5,3,2,2008-09-22
47092,1,9,1,6,3,2008-09-23
47091,5,6,9,4,9,2008-09-23
47090,5,7,3,5,5,2008-09-24
47089,5,6,6,4,8,2008-09-24
47088,8,9,7,6,3,2008-09-25
47087,8,2,0,4,3,2008-09-25
47086,6,5,2,5,3,2008-09-26
47085,9,8,0,9,2,2008-09-26
47084,1,4,4,7,7,2008-09-27
47083,5,8,3,3,6,2008-09-27
47082,8,6,0,6,8,2008-09-28
47081,1,7,2,9,6,2008-09-28
47080,1,6,7,1,8,2008-09-29
47079,8,8,5,4,3,2008-09-29
47078,0,4,6,3,1,2008-09-30
47077,5,6,7,0,0,2008-09-30
47076,9,1,5,8,0,2008-10-01
47075,3,3,6,2,7,2008-10-01
47074,8,7,2,0,7,2008-10-02
47073,2,0,8,0,0,2008-10-02
47072,9,5,8,0,9,2008-10-03
47071,4,0,6,7,9,2008-10-03
47070,5,2,5,2,8,2008-10-04
47069,3,1,0,3,3,2008-10-04
47068,8,2,7,8,9,2008-10-05
47067,5,0,0,9,7,2008-10-05
47066,6,0,6,6,5,2008-10-06
47065,0,8,2,6,4,2008-10-06
47064,3,7,1,7,1,2008-10-07
47063,7,1,3,0,7,2008-10-07
47062,8,4,2,7,4,2008-10-08
47061,2,2,0,7,4,2008-10-08
47060,9,0,6,7,4,2008-10-09
47059,4,7,2,6,4,2008-10-09
47058,4,7,7,3,0,2008-10-10
47057,1,6,3,4,4,2008-10-10
47056,1,8,8,7,0,2008-10-11
47055,9,4,8,2,5,2008-10-11
47054,8,3,2,8,2,2008-10-12
47053,2,3,4,3,0,2008-10-12
47052,4,8,6,6,2,2008-10-13
47051,8,4,6,7,2,2008-10-13
47050,5,0,3,2,7,2008-10-14
47049,4,4,2,3,9,2008-10-14
47048,1,6,2,2,5,2008-10-15
47047,5,6,1,5,7,2008-10-15
47046,4,8,7,5,1,2008-10-16
47045,4,1,5,8,5,2008-10-16
47044,7,4,0,2,5,2008-10-17
47043,4,0,4,0,4,2008-10-17
47042,4,9,6,9,3,2008-10-18
47041,2,1,6,5,9,2008-10-18
47040,7,4,4,4,5,2008-10-19
47039,1,0,7,9,9,2008-10-19
47038,0,9,9,6,3,2008-10-20
47037,1,6,2,2,9,2008-10-20
47036,9,5,7,6,7,2008-10-21
47035,9,5,3,7,4,2008-10-21
47034,9,4,0,9,3,2008-10-22
47033,2,4,8,5,9,2008-10-22
47032,3,2,3,5,5,2008-10-23
47031,9,8,0,1,5,2008-10-23
47030,3,9,8,2,8,2008-10-24
47029,6,5,7,3,2,2008-10-24
47028,8,2,0,1,0,2008-10-25
47027,8,6,9,7,9,2008-10-25
47026,8,2,4,8,1,2008-10-26
47025,4,1,4,1,3,2008-10-26
47024,2,0,8,3,9,2008-10-27
47023,7,5,7,7,3,2008-10-27
47022,3,3,2,4,3,2008-10-28
47021,9,2,5,5,1,2008-10-28
47020,5,7,0,4,3,2008-10-29
47019,7,8,4,1,8,2008-10-29
47018,1,1,9,8,2,2008-10-30
47017,5,8,2,0,5,2008-10-30
47016,6,4,6,4,1,2008-10-31
47015,8,7,1,2,0,2008-10-31
47014,4,1,8,1,5,2008-11-01
47013,8,3,9,6,7,2008-11-01
47012,1,5,7,5,4,2008-11-02
47011,6,8,2,9,7,2008-11-02
47010,7,1,6,9,9,2008-11-03
47009,5,9,2,7,7,2008-11-03
47008,4,7,4,7,8,2008-11-04
47007,5,6,5,5,2,2008-11-04
47006,1,6,9,2,2,2008-11-05
47005,3,6,2,5,4,2008-11-05
47004,2,7,9,7,0,2008-11-06
47003,5,1,8,4,2,2008-11-06
47002,4,5,1,3,3,2008-11-07
47001,0,9,1,7,2,2008-11-07
47000,9,3,4,3,6,2008-11-08
46999,1,8,7,8,2,2008-11-08
46998,9,1,9,9,4,2008-11-09
46997,3,6,9,5,2,2008-11-09
46996,7,9,6,5,7,2008-11-10
46995,8,3,2,4,4,2008-11-10
46994,6,1,1,8,3,2008-11-11
46993,8,3,5,9,4,2008-11-11
46992,2,4,5,1,8,2008-11-12
46991,6,2,7,3,1,2008-11-12
46990,9,2,7,3,8,2008-11-13
46989,9,2,0,5,6,2008-11-13
46988,9,3,4,4,1,2008-11-14
46987,1,6,4,4,9,2008-11-14
46986,4,9,1,6,0,2008-11-15
46985,4,7,1,7,0,2008-11-15
46984,6,2,9,9,8,2008-11-16
46983,5,4,4,8,2,2008-11-16
46982,9,1,2,5,8,2008-11-17
46981,6,5,0,3,4,2008-11-17
46980,5,9,7,2,5,2008-11-18
46979,1,6,1,9,8,2008-11-18
46978,1,8,4,3,6,2008-11-19
46977,5,6,2,8,5,2008-11-19
46976,1,1,0,5,3,2008-11-20
46975,1,3,8,0,5,2008-11-20
46974,9,3,5,1,7,2008-11-21
46973,4,4,5,3,3,2008-11-21
46972,2,7,3,5,3,2008-11-22
46971,1,9,0,2,7,2008-11-22
46970,2,8,7,8,2,2008-11-23
46969,4,9,8,8,8,2008-11-23
46968,5,1,1,1,7,2008-11-24
46967,3,7,0,7,9,2008-11-24
46966,2,4,8,5,9,2008-11-25
46965,9,9,2,6,0,2008-11-25
46964,5,6,2,3,5,2008-11-26
46963,2,6,7,6,3,2008-11-26
46962,9,3,7,8,7,2008-11-27
46961,2,8,7,9,5,2008-11-27
46960,9,5,9,3,7,2008-11-28
46959,1,6,2,5,4,2008-11-28
46958,5,5,2,8,7,2008-11-29
46957,5,1,4,7,8,2008-11-29
46956,1,5,7,3,7,2008-11-30
46955,6,2,5,8,4,2008-11-30
46954,1,0,5,2,5,2008-12-01
46953,8,9,6,6,4,2008-12-01
46952,8,8,7,3,0,2008-12-02
46951,3,5,3,0,5,2008-12-02
46950,5,5,2,8,1,2008-12-03
46949,1,2,6,7,8,2008-12-03
46948,5,5,4,0,7,2008-12-04
46947,9,1,2,3,1,2008-12-04
46946,2,7,6,2,0,2008-12-05
46945,5,2,9,1,3,2008-12-05
46944,2,5,2,9,0,2008-12-06
46943,8,7,7,1,9,2008-12-06
46942,6,7,6,4,1,2008-12-07
46941,6,8,0,2,1,2008-12-07
46940,7,5,4,5,9,2008-12-08
46939,0,0,6,6,5,2008-12-08
46938,5,0,5,8,3,2008-12-09
46937,8,2,0,7,1,2008-12-09
46936,0,1,1,5,8,2008-12-10
46935,9,7,2,1,5,2008-12-10
46934,2,5,8,6,9,2008-12-11
46933,8,6,4,5,4,2008-12-11
46932,8,0,7,7,9,2008-12-12
46931,0,3,7,0,2,2008-12-12
46930,5,2,0,1,9,2008-12-13
46929,0,2,1,0,7,2008-12-13
46928,0,2,3,0,7,2008-12-14
46927,8,6,9,8,4,2008-12-14
46926,7,4,7,1,9,2008-12-15
46925,0,2,9,5,4,2008-12-15
46924,2,0,6,5,0,2008-12-16
46923,4,9,0,3,5,2008-12-16
46922,3,7,5,4,4,2008-12-17
46921,2,3,6,8,7,2008-12-17
46920,7,7,3,2,6,2008-12-18
46919,7,9,9,3,4,2008-12-18
46918,6,0,1,6,1,2008-12-19
46917,8,6,5,2,9,2008-12-19
46916,3,7,2,1,3,2008-12-20
46915,6,1,0,3,4,2008-12-20
46914,2,6,7,7,3,2008-12-21
46913,7,1,8,5,2,2008-12-21
46912,2,6,7,5,5,2008-12-22
46911,2,5,1,7,2,2008-12-22
46910,5,0,3,8,0,2008-12-23
46909,8,0,4,8,8,2008-12-23
46908,0,6,8,5,0,2008-12-24
46907,5,9,7,5,7,2008-12-24
46906,7,7,1,1,6,2008-12-25
46905,5,0,6,3,4,2008-12-25
46904,2,2,2,8,5,2008-12-26
46903,4,9,6,1,3,2008-12-26
46902,2,3,9,6,8,2008-12-27
46901,1,3,1,8,6,2008-12-27
46900,5,7,3,2,8,2008-12-28
46899,7,9,5,3,4,2008-12-28
46898,2,3,9,6,6,2008-12-29
46897,9,0,3,5,1,2008-12-29
46896,4,7,6,2,0,2008-12-30
46895,3,8,8,9,2,2008-12-30
46894,1,3,1,8,2,2008-12-31
46893,1,5,2,2,2,2008-12-31
46892,1,0,9,5,1,2009-01-01
46891,9,8,5,0,2,2009-01-01
46890,9,1,5,9,1,2009-01-02
46889,8,6,4,6,2,2009-01-02
46888,7,1,1,7,0,2009-01-03
46887,0,7,7,6,6,2009-01-03
46886,4,6,8,8,6,2009-01-04
46885,8,6,9,8,2,2009-01-04
46884,1,3,6,0,5,2009-01-05
46883,9,3,0,2,7,2009-01-05
46882,8,4,4,4,2,2009-01-06
46881,6,0,3,5,8,2009-01-06
46880,9,4,5,0,3,2009-01-07
46879,2,0,6,5,0,2009-01-07
46878,8,4,5,7,6,2009-01-08
46877,7,5,4,5,7,2009-01-08
46876,1,2,4,5,7,2009-01-09
46875,4,1,7,3,3,2009-01-09
46874,9,4,0,6,5,2009-01-10
46873,0,3,0,5,0,2009-01-10
46872,6,1,5,6,6,2009-01-11
46871,9,7,9,2,7,2009-01-11
46870,4,0,8,8,5,2009-01-12
46869,9,2,0,4,9,2009-01-12
46868,4,2,4,9,7,2009-01-13
46867,1,9,9,0,1,2009-01-13
46866,3,5,4,1,1,2009-01-14
46865,4,5,1,7,7,2009-01-14
46864,5,2,0,6,2,2009-01-15
46863,3,2,9,7,1,2009-01-15
46862,9,6,7,5,8,2009-01-16
46861,2,1,5,4,8,2009-01-16
46860,1,5,4,5,5,2009-01-17
46859,2,5,0,5,7,2009-01-17
46858,3,9,7,4,3,2009-01-18
46857,6,5,3,7,2,2009-01-18
46856,4,5,7,3,5,2009-01-19
46855,0,8,3,3,2,2009-01-19
46854,0,9,7,8,5,2009-01-20
46853,1,9,3,0,2,2009-01-20
46852,0,0,8,1,8,2009-01-21
46851,0,0,2,7,6,2009-01-21
46850,3,2,5,5,9,2009-01-22
46849,5,1,8,8,0,2009-01-22
46848,6,6,0,3,5,2009-01-23
46847,7,2,1,5,8,2009-01-23
46846,6,5,4,2,3,2009-01-24
46845,4,4,2,5,5,2009-01-24
46844,0,5,1,0,1,2009-01-25
46843,2,2,9,5,1,2009-01-25
46842,7,2,8,3,7,2009-01-26
46841,5,7,0,8,4,2009-01-26
46840,0,5,4,7,6,2009-01-27
46839,7,5,7,3,3,2009-01-27
46838,2,5,1,6,0,2009-01-28
46837,4,5,6,5,7,2009-01-28
46836,9,8,4,5,0,2009-01-29
46835,2,7,5,0,3,2009-01-29
46834,8,8,1,0,2,2009-01-30
46833,1,3,1,2,9,2009-01-30
46832,9,2,8,6,1,2009-01-31
46831,8,6,9,5,6,2009-01-31
46830,1,7,2,4,0,2009-02-01
46829,3,3,0,1,3,2009-02-01
46828,6,0,4,5,4,2009-02-02
46827,1,7,8,2,4,2009-02-02
46826,8,4,5,4,9,2009-02-03
46825,9,2,8,0,2,2009-02-03
46824,8,6,5,1,5,2009-02-04
46823,4,1,2,5,9,2009-02-04
46822,4,6,4,4,7,2009-02-05
46821,9,2,4,1,8,2009-02-05
46820,2,6,4,7,6,2009-02-06
46819,6,7,3,0,2,2009-02-06
46818,0,2,9,0,3,2009-02-07
46817,8,8,0,0,1,2009-02-07
46816,0,2,3,7,9,2009-02-08
46815,3,2,8,9,6,2009-02-08
46814,0,7,5,5,7,2009-02-09
46813,6,7,1,9,6,2009-02-09
46812,1,6,2,8,4,2009-02-10
46811,4,2,9,6,1,2009-02-10
46810,0,2,9,3,3,2009-02-11
46809,7,1,2,4,7,2009-02-11
46808,0,3,9,0,0,2009-02-12
46807,0,0,4,6,0,2009-02-12
46806,7,7,0,5,8,2009-02-13
46805,2,5,6,3,0,2009-02-13
46804,9,5,4,6,7,2009-02-14
46803,5,3,2,5,4,2009-02-14
46802,7,5,6,1,2,2009-02-15
46801,5,8,8,8,9,2009-02-15
46800,6,7,2,5,0,2009-02-16
46799,3,4,1,7,2,2009-02-16
46798,5,9,0,3,5,2009-02-17
46797,2,9,5,4,7,2009-02-17
46796,3,3,5,3,7,2009-02-18
46795,6,1,8,4,3,2009-02-18
46794,7,9,1,6,0,2009-02-19
46793,9,0,6,0,4,2009-02-19
46792,9,4,4,2,1,2009-02-20
46791,4,8,2,9,7,2009-02-20
46790,2,7,6,7,1,2009-02-21
46789,4,8,6,5,9,2009-02-21
46788,5,1,2,2,0,2009-02-22
46787,8,8,1,9,2,2009-02-22
46786,5,6,7,4,9,2009-02-23
46785,0,7,8,7,1,2009-02-23
46784,4,8,2,1,5,2009-02-24
46783,4,4,5,6,7,2009-02-24
46782,8,9,0,5,2,2009-02-25
46781,3,2,5,1,7,2009-02-25
46780,6,3,4,9,8,2009-02-26
46779,1,9,8,3,3,2009-02-26
46778,8,0,1,5,5,2009-02-27
46777,0,8,0,7,7,2009-02-27
46776,2,1,4,0,1,2009-02-28
46775,9,1,5,2,2,2009-02-28
46774,6,1,2,8,5,2009-03-01
46773,5,6,1,4,3,2009-03-01
46772,0,5,1,0,7,2009-03-02
46771,5,3,0,2,2,2009-03-02
46770,6,6,5,1,1,2009-03-03
46769,0,3,8,8,4,2009-03-03
46768,0,0,0,3,7,2009-03-04
46767,8,9,9,8,3,2009-03-04
46766,6,1,4,3,9,2009-03-05
46765,1,4,0,1,0,2009-03-05
46764,4,4,1,9,1,2009-03-06
46763,8,9,9,3,1,2009-03-06
46762,3,7,5,2,5,2009-03-07
46761,3,6,6,6,5,2009-03-07
46760,7,4,6,6,4,2009-03-08
46759,8,4,6,8,5,2009-03-08
46758,3,8,5,8,5,2009-03-09
46757,9,0,1,5,2,2009-03-09
46756,6,4,2,3,0,2009-03-10
46755,3,7,3,2,1,2009-03-10
46754,4,2,8,1,5,2009-03-11
46753,3,0,2,4,0,2009-03-11
46752,2,0,0,9,5,2009-03-12
46751,4,9,3,8,3,2009-03-12
46750,1,7,1,8,6,2009-03-13
46749,8,0,8,6,0,2009-03-13
46748,5,8,6,8,2,2009-03-14
46747,6,3,8,5,1,2009-03-14
46746,3,6,6,5,4,2009-03-15
46745,7,2,5,3,2,2009-03-15
46744,2,1,6,8,8,2009-03-16
46743,1,4,2,3,8,2009-03-16
46742,7,0,7,9,5,2009-03-17
46741,3,5,6,3,3,2009-03-17
46740,9,3,0,8,0,2009-03-18
46739,9,7,0,0,5,2009-03-18
46738,8,2,6,8,2,2009-03-19
46737,3,2,8,7,9,2009-03-19
46736,1,6,1,9,7,2009-03-20
46735,5,9,8,7,4,2009-03-20
46734,7,3,2,3,4,2009-03-21
46733,8,1,1,4,2,2009-03-21
46732,8,8,2,6,7,2009-03-22
46731,0,5,6,0,2,2009-03-22
46730,9,7,3,0,6,2009-03-23
46729,4,4,6,3,0,2009-03-23
46728,5,4,5,9,0,2009-03-24
46727,5,7,5,3,6,2009-03-24
46726,6,2,8,2,5,2009-03-25
46725,9,1,0,6,7,2009-03-25
46724,4,4,4,4,5,2009-03-26
46723,7,5,2,8,1,2009-03-26
46722,1,3,8,9,8,2009-03-27
46721,4,9,2,7,5,2009-03-27
46720,2,8,5,5,0,2009-03-28
46719,3,3,3,3,4,2009-03-28
46718,8,7,0,8,0,2009-03-29
46717,6,4,9,9,7,2009-03-29
46716,3,2,9,8,7,2009-03-30
46715,1,7,8,7,7,2009-03-30
46714,3,7,4,3,8,2009-03-31
46713,6,1,1,1,6,2009-03-31
46712,8,7,1,0,0,2009-04-01
46711,5,6,1,4,8,2009-04-01
46710,0,1,8,6,8,2009-04-02
46709,9,6,6,4,6,2009-04-02
46708,0,0,8,3,1,2009-04-03
46707,9,5,8,1,5,2009-04-03
46706,9,0,2,7,8,2009-04-04
46705,4,9,0,7,1,2009-04-04
46704,4,5,7,7,2,2009-04-05
46703,6,1,5,6,6,2009-04-05
46702,3,1,8,6,4,2009-04-06
46701,1,7,6,2,8,2009-04-06
46700,1,1,7,5,5,2009-04-07
46699,3,9,8,4,1,2009-04-07
46698,8,0,6,9,1,2009-04-08
46697,1,3,0,1,3,2009-04-08
46696,8,9,4,0,6,2009-04-09
46695,9,7,3,0,1,2009-04-09
46694,7,9,6,2,3,2009-04-10
46693,9,6,7,7,9,2009-04-10
46692,5,4,0,5,4,2009-04-11
46691,5,9,5,7,4,2009-04-11
46690,0,8,3,5,1,2009-04-12
46689,5,2,8,4,3,2009-04-12
46688,4,6,0,9,8,2009-04-13
46687,0,4,0,7,1,2009-04-13
46686,4,3,1,3,5,2009-04-14
46685,2,4,7,3,5,2009-04-14
46684,2,1,8,4,7,2009-04-15
46683,2,6,2,1,4,2009-04-15
46682,4,9,8,7,0,2009-04-16
46681,4,8,2,6,7,2009-04-16
46680,5,0,0,4,9,2009-04-17
46679,7,3,7,7,1,2009-04-17
46678,2,3,7,1,3,2009-04-18
46677,2,7,8,5,0,2009-04-18
46676,0,1,4,3,9,2009-04-19
46675,6,5,9,3,8,2009-04-19
46674,2,5,6,1,5,2009-04-20
46673,2,9,2,0,9,2009-04-20
46672,7,7,1,6,9,2009-04-21
46671,9,4,2,5,8,2009-04-21
46670,2,3,0,1,7,2009-04-22
46669,6,7,7,1,5,2009-04-22
46668,6,4,9,7,3,2009-04-23
46667,3,2,3,1,0,2009-04-23
46666,3,9,4,1,0,2009-04-24
46665,0,9,3,1,9,2009-04-24
46664,7,5,2,2,5,2009-04-25
46663,3,5,6,0,1,2009-04-25
46662,7,2,9,4,3,2009-04-26
46661,6,1,7,4,3,2009-04-26
46660,9,8,4,3,8,2009-04-27
46659,9,5,1,3,7,2009-04-27
46658,3,5,9,4,6,2009-04-28
46657,5,5,3,0,1,2009-04-28
46656,7,4,8,9,8,2009-04-29
46655,0,2,7,2,4,2009-04-29
46654,9,6,1,1,3,2009-04-30
46653,5,4,5,7,3,2009-04-30
46652,8,3,1,7,2,2009-05-01
46651,6,1,5,2,4,2009-05-01
46650,2,1,8,0,7,2009-05-02
46649,6,2,9,7,4,2009-05-02
46648,2,9,4,7,4,2009-05-03
46647,6,2,8,0,5,2009-05-03
46646,8,6,4,0,0,2009-05-04
46645,6,9,3,0,2,2009-05-04
46644,6,7,1,8,3,2009-05-05
46643,9,2,6,2,8,2009-05-05
46642,1,6,0,8,1,2009-05-06
46641,5,3,4,0,5,2009-05-06
46640,9,9,6,0,5,2009-05-07
46639,8,5,1,2,4,2009-05-07
46638,9,2,9,8,0,2009-05-08
46637,8,6,2,4,7,2009-05-08
46636,1,7,7,9,8,2009-05-09
46635,9,8,0,4,6,2009-05-09
46634,6,7,6,8,2,2009-05-10
46633,8,8,2,6,1,2009-05-10
46632,5,7,9,3,8,2009-05-11
46631,8,1,9,7,0,2009-05-11
46630,4,5,7,7,6,2009-05-12
46629,6,1,4,2,3,2009-05-12
46628,0,1,0,1,8,2009-05-13
46627,5,3,0,0,6,2009-05-13
46626,4,4,7,9,9,2009-05-14
46625,5,6,1,6,5,2009-05-14
46624,2,4,9,1,7,2009-05-15
46623,1,0,7,2,3,2009-05-15
46622,8,1,8,7,1,2009-05-16
46621,0,3,6,9,8,2009-05-16
46620,8,0,0,5,2,2009-05-17
46619,0,2,4,2,1,2009-05-17
46618,1,6,9,8,5,2009-05-18
46617,6,3,5,1,9,2009-05-18
46616,4,0,1,1,8,2009-05-19
46615,6,4,3,5,0,2009-05-19
46614,1,9,9,1,0,2009-05-20
46613,5,9,6,3,6,2009-05-20
46612,9,7,3,7,6,2009-05-21
46611,9,0,5,4,6,2009-05-21
46610,5,5,6,6,5,2009-05-22
46609,1,7,7,0,7,2009-05-22
46608,6,6,1,3,8,2009-05-23
46607,6,8,1,4,5,2009-05-23
46606,0,3,6,8,9,2009-05-24
46605,5,4,1,3,8,2009-05-24
46604,2,0,2,9,0,2009-05-25
46603,3,1,1,8,8,2009-05-25
46602,4,5,0,4,5,2009-05-26
46601,2,9,3,7,5,2009-05-26
46600,4,8,5,6,3,2009-05-27
46599,8,9,2,1,5,2009-05-27
46598,6,6,1,4,9,2009-05-28
46597,2,9,8,9,0,2009-05-28
46596,1,5,1,3,4,2009-05-29
46595,2,8,1,4,4,2009-05-29
46594,9,9,4,6,6,2009-05-30
46593,6,4,2,9,3,2009-05-30
46592,2,6,9,6,5,2009-05-31
46591,3,3,2,7,4,2009-05-31
46590,0,6,5,2,6,2009-06-01
46589,5,1,7,3,5,2009-06-01
46588,1,5,0,2,2,2009-06-02
46587,4,2,0,2,1,2009-06-02
46586,5,6,3,3,6,2009-06-03
46585,2,9,6,1,5,2009-06-03
46584,5,2,3,7,5,2009-06-04
46583,3,4,3,4,3,2009-06-04
46582,3,5,4,2,0,2009-06-05
46581,8,3,5,6,8,2009-06-05
46580,2,1,3,7,9,2009-06-06
46579,7,6,9,2,5,2009-06-06
46578,5,7,3,3,8,2009-06-07
46577,4,4,0,8,3,2009-06-07
46576,0,0,9,1,4,2009-06-08
46575,1,8,1,0,3,2009-06-08
46574,5,2,8,9,8,2009-06-09
46573,5,2,5,4,2,2009-06-09
46572,4,7,6,1,4,2009-06-10
46571,3,7,1,7,4,2009-06-10
46570,4,4,0,7,6,2009-06-11
46569,0,1,0,7,0,2009-06-11
46568,9,9,2,0,6,2009-06-12
46567,6,1,0,6,4,2009-06-12
46566,6,4,7,9,9,2009-06-13
46565,0,2,4,1,0,2009-06-13
46564,1,7,9,1,9,2009-06-14
46563,0,5,2,4,0,2009-06-14
46562,4,2,8,6,0,2009-06-15
46561,6,5,5,0,5,2009-06-15
46560,5,8,0,8,5,2009-06-16
46559,1,2,8,9,7,2009-06-16
46558,9,7,6,3,9,2009-06-17
46557,7,9,5,2,3,2009-06-17
46556,5,7,1,1,0,2009-06-18
46555,3,9,1,5,2,2009-06-18
46554,6,7,5,3,9,2009-06-19
46553,5,5,3,7,4,2009-06-19
46552,1,0,5,6,3,2009-06-20
46551,2,8,8,9,1,2009-06-20
46550,7,8,5,2,9,2009-06-21
46549,2,9,7,4,0,2009-06-21
46548,1,4,6,6,0,2009-06-22
46547,8,3,2,8,9,2009-06-22
46546,8,4,4,3,7,2009-06-23
46545,9,8,0,3,2,2009-06-23
46544,0,8,4,6,8,2009-06-24
46543,3,0,3,9,7,2009-06-24
46542,1,1,1,3,4,2009-06-25
46541,8,2,0,2,6,2009-06-25
46540,8,0,7,9,0,2009-06-26
46539,9,7,0,6,2,2009-06-26
46538,1,2,7,5,6,2009-06-27
46537,6,4,2,9,7,2009-06-27
46536,7,1,8,4,5,2009-06-28
46535,4,7,7,3,9,2009-06-28
46534,9,3,5,9,9,2009-06-29
46533,7,7,0,2,4,2009-06-29
46532,8,1,3,0,8,2009-06-30
46531,0,0,9,9,6,2009-06-30
46530,6,5,9,0,6,2009-07-01
46529,5,3,0,0,1,2009-07-01
46528,4,2,8,1,9,2009-07-02
46527,7,5,0,2,1,2009-07-02
46526,3,0,1,2,6,2009-07-03
46525,1,3,6,3,8,2009-07-03
46524,5,3,8,9,3,2009-07-04
46523,1,1,6,5,7,2009-07-04
46522,1,5,0,8,1,2009-07-05
46521,0,0,0,0,1,2009-07-05
46520,1,4,8,8,3,2009-07-06
46519,8,1,5,0,2,2009-07-06
46518,8,3,7,4,8,2009-07-07
46517,1,7,3,9,2,2009-07-07
46516,2,1,8,4,6,2009-07-08
46515,5,8,8,6,7,2009-07-08
46514,9,7,6,3,9,2009-07-09
46513,1,8,8,8,9,2009-07-09
46512,0,6,7,7,3,2009-07-10
46511,5,0,9,2,0,2009-07-10
46510,7,5,1,0,6,2009-07-11
46509,0,7,8,4,3,2009-07-11
46508,7,0,6,5,5,2009-07-12
46507,8,1,3,1,7,2009-07-12
46506,0,7,0,6,2,2009-07-13
46505,9,4,6,5,0,2009-07-13
46504,5,2,8,6,6,2009-07-14
46503,6,9,3,9,0,2009-07-14
46502,3,4,2,9,3,2009-07-15
46501,9,4,0,5,8,2009-07-15
46500,6,0,5,2,0,2009-07-16
46499,1,6,5,9,0,2009-07-16
46498,8,8,2,0,9,2009-07-17
46497,7,9,0,0,2,2009-07-17
46496,6,0,9,0,4,2009-07-18
46495,9,1,9,5,7,2009-07-18
46494,7,6,6,5,9,2009-07-19
46493,0,5,3,3,6,2009-07-19
46492,8,2,9,8,9,2009-07-20
46491,5,5,2,4,8,2009-07-20
46490,3,2,6,6,1,2009-07-21
46489,8,9,4,8,9,2009-07-21
46488,8,2,2,6,5,2009-07-22
46487,4,2,9,9,7,2009-07-22
46486,5,9,9,2,9,2009-07-23
46485,6,7,5,3,4,2009-07-23
46484,7,8,8,8,5,2009-07-24
46483,6,6,4,0,6,2009-07-24
46482,8,1,5,5,9,2009-07-25
46481,5,0,4,8,5,2009-07-25
46480,9,5,2,3,5,2009-07-26
46479,4,8,1,5,6,2009-07-26
46478,4,5,7,6,3,2009-07-27
46477,0,0,4,0,0,2009-07-27
46476,8,1,6,0,7,2009-07-28
46475,3,9,4,6,7,2009-07-28
46474,2,9,0,9,2,2009-07-29
