CONCURSO,ID,F1,F2,F3,F4,F5,F6,F7,BOLSA,FECHA,PRIMOS,REPETIDOS,MEDIA
120,3159513,16,25,30,32,38,39,33,18000000,2011-07-23,0,1,30.0
119,1554073,4,12,20,22,25,26,24,17000000,2011-07-19,0,0,18.2
118,1253792,3,14,17,23,31,33,15,16000000,2011-07-16,4,1,20.2
117,1825267,5,12,15,20,23,32,24,15000000,2011-07-12,2,0,17.8
116,1117692,3,8,10,11,19,28,31,14000000,2011-07-09,3,1,13.2
115,2836482,11,15,18,21,25,34,1,13000000,2011-07-05,1,0,20.7
114,2117412,6,16,20,30,31,33,2,12000000,2011-07-02,1,1,22.7
113,665278,2,6,8,10,24,38,16,11000000,2011-06-28,1,2,14.7
112,1920650,6,7,8,17,32,36,4,10000000,2011-06-25,2,0,17.7
111,894645,2,15,27,28,31,37,18,9500000,2011-06-21,3,2,23.3
110,2624335,9,15,23,28,32,36,19,9000000,2011-06-18,1,1,23.8
109,701704,2,7,8,11,33,36,18,8500000,2011-06-14,3,1,16.2
108,2529232,9,10,11,25,32,38,30,8000000,2011-06-11,1,0,20.8
107,2903024,12,14,16,17,28,30,24,7500000,2011-06-07,1,1,19.5
106,621953,2,5,7,17,23,29,22,7000000,2011-06-04,6,0,13.8
105,3047541,14,16,20,24,37,38,35,6500000,2011-05-31,1,2,24.8
104,2629968,9,16,19,25,32,38,8,6000000,2011-05-28,1,1,23.2
103,509026,2,3,5,7,8,19,39,5500000,2011-05-24,5,1,7.3
102,277351,1,7,11,13,22,35,32,5000000,2011-05-21,3,0,14.8
101,947668,3,4,6,17,27,34,7,9000000,2011-05-17,2,0,15.2
100,2743897,10,15,25,28,30,39,33,8500000,2011-05-14,0,1,24.5
99,1070016,3,6,17,29,30,31,28,8000000,2011-05-10,4,1,19.3
98,1690531,5,7,10,15,30,38,34,7500000,2011-05-07,2,2,17.5
97,1668725,5,6,15,20,28,31,24,7000000,2011-05-03,2,2,17.5
96,2045331,6,11,15,21,37,38,26,6500000,2011-04-30,2,1,21.3
95,1553495,4,12,19,25,31,38,24,6000000,2011-04-26,2,1,21.5
94,2976001,13,14,21,28,30,38,32,5500000,2011-04-23,1,0,24.0
93,3092222,15,16,23,26,29,34,13,5000000,2011-04-19,2,2,23.8
92,1049446,3,6,9,23,26,33,19,16500000,2011-04-16,2,1,16.7
91,3091031,15,16,21,26,37,39,9,15500000,2011-04-12,1,1,25.7
90,1238817,3,13,16,18,29,35,38,14500000,2011-04-09,3,1,19.0
89,1318923,4,5,6,18,31,33,36,13500000,2011-04-05,2,4,16.2
88,1402002,4,6,31,32,33,34,1,12500000,2011-04-02,1,1,23.3
87,1167283,3,9,19,28,31,35,8,11000000,2011-03-29,3,1,20.8
86,3196709,18,20,33,35,36,39,31,10000000,2011-03-26,0,0,30.2
85,1802397,5,11,13,15,27,37,21,9500000,2011-03-22,4,1,18.0
84,1904916,5,20,25,28,35,36,21,9000000,2011-03-19,1,2,24.8
83,197246,1,5,10,13,26,28,33,8500000,2011-03-15,2,0,13.8
82,2379577,8,9,20,25,33,35,31,8000000,2011-03-12,0,0,21.7
81,1425788,4,7,15,17,23,26,24,7500000,2011-03-08,3,1,15.3
80,2743894,10,15,25,28,30,36,34,7000000,2011-03-05,0,2,24.0
79,2697914,10,12,16,30,33,34,11,6500000,2011-03-01,0,0,22.5
78,693890,2,6,18,23,27,37,24,6000000,2011-02-26,3,2,18.8
77,3091721,15,16,22,27,28,37,12,5500000,2011-02-22,1,1,24.2
76,730978,2,7,19,23,26,37,4,5000000,2011-02-19,5,0,19.0
75,1503545,4,10,13,15,20,21,25,10000000,2011-02-15,1,0,13.8
74,2495163,8,17,19,37,38,39,1,9000000,2011-02-12,3,0,26.3
73,2899640,12,13,25,28,32,33,38,8500000,2011-02-08,1,1,23.8
72,557083,2,3,21,22,32,36,4,8000000,2011-02-05,2,1,19.3
71,2738910,10,15,18,28,30,36,27,7500000,2011-02-01,0,1,22.8
70,2111253,6,15,25,26,34,38,14,7000000,2011-01-29,0,0,24.0
69,2935897,12,17,20,24,29,33,1,6500000,2011-01-25,2,2,22.5
68,2919788,12,15,20,25,26,36,29,6000000,2011-01-22,0,1,22.3
67,439143,1,14,16,22,23,25,7,5500000,2011-01-18,1,0,16.8
66,2050482,6,11,18,26,32,38,1,5000000,2011-01-15,1,2,21.8
65,1051718,3,6,10,15,37,38,19,21500000,2011-01-11,2,1,18.2
64,2125325,6,17,21,26,29,34,39,20000000,2011-01-08,2,1,22.2
63,1750163,5,9,10,19,21,33,36,19000000,2011-01-04,2,2,16.2
62,2337119,7,19,21,22,27,37,32,18000000,2011-01-01,3,2,22.2
61,762324,2,8,19,22,26,38,36,16500000,2010-12-28,2,0,19.2
60,1701122,5,7,13,27,29,33,20,16000000,2010-12-25,4,0,19.0
59,811152,2,10,17,23,28,37,3,15000000,2010-12-21,4,0,19.5
58,2254312,7,11,21,22,25,31,6,13500000,2010-12-18,3,0,19.5
57,1902046,5,19,30,32,35,37,8,12500000,2010-12-14,3,1,26.3
56,2016881,6,10,12,16,25,32,5,11000000,2010-12-11,0,2,16.8
55,132337,1,4,6,10,11,18,35,10000000,2010-12-07,1,1,8.3
54,2564831,9,11,19,21,27,29,1,9000000,2010-12-04,3,0,19.3
53,3019559,13,20,25,28,30,35,15,8500000,2010-11-30,1,0,25.2
52,73402,1,3,5,7,18,37,35,8000000,2010-11-27,4,2,11.8
51,1096581,3,7,13,16,21,39,22,7500000,2010-11-23,3,1,16.5
50,1840509,5,13,15,22,23,35,34,7000000,2010-11-20,3,1,18.8
49,911501,2,17,35,36,37,38,10,6500000,2010-11-16,3,0,27.5
48,3113683,15,20,22,26,29,34,6,6000000,2010-11-13,1,0,24.3
47,1455326,4,8,14,17,30,39,18,5500000,2010-11-09,1,0,18.7
46,3215788,19,22,23,31,34,38,35,5000000,2010-11-06,3,1,27.8
45,2996424,13,16,23,24,29,39,28,7000000,2010-11-02,3,2,24.0
44,3150585,16,21,22,29,32,37,23,6500000,2010-10-30,2,1,26.2
43,2116160,6,16,19,25,30,38,22,6000000,2010-10-26,1,1,22.3
42,485958,1,19,28,29,31,37,26,5500000,2010-10-23,4,0,24.2
41,2220453,7,10,13,15,17,21,11,5000000,2010-10-19,3,1,13.8
40,1887193,5,17,20,26,31,37,23,13500000,2010-10-16,4,1,22.7
39,2477314,8,15,18,24,26,33,29,12500000,2010-10-12,0,3,20.7
38,1204411,3,11,15,18,20,26,7,11500000,2010-10-09,2,1,15.5
37,974732,3,4,13,24,28,32,7,10500000,2010-10-05,2,1,17.3
36,2481406,8,15,22,32,33,37,19,9500000,2010-10-02,1,1,24.5
35,2636363,9,17,18,28,37,39,2,8500000,2010-09-28,2,1,24.7
34,740111,2,8,9,25,29,36,3,8000000,2010-09-25,2,2,18.2
33,1993219,6,9,12,16,35,36,38,7500000,2010-09-21,0,0,19.0
32,3115947,15,20,28,29,37,38,1,7000000,2010-09-18,2,1,27.8
31,2846295,11,16,19,20,23,34,2,6500000,2010-09-14,3,2,20.5
30,1526385,4,11,14,15,23,35,6,6000000,2010-09-11,2,1,17.0
29,569437,2,4,6,13,17,20,15,5500000,2010-09-07,3,1,10.3
28,166447,1,4,15,27,33,37,3,5000000,2010-09-04,1,2,19.5
27,1333300,4,5,9,24,29,37,17,24000000,2010-08-31,3,0,18.0
26,415510,1,12,19,21,30,34,20,23000000,2010-08-28,1,0,19.5
25,2857837,11,17,24,26,28,33,38,21500000,2010-08-24,2,0,23.2
24,2441668,8,12,20,31,34,37,9,20000000,2010-08-21,2,1,23.7
23,1281437,3,17,18,20,24,38,22,19000000,2010-08-17,2,0,20.0
22,64009,1,2,23,28,29,33,4,17500000,2010-08-14,3,3,19.3
21,327536,1,8,20,23,28,35,16,16500000,2010-08-10,1,1,19.2
20,293096,1,7,17,29,31,32,19,15000000,2010-08-07,4,0,19.5
19,2843378,11,15,35,37,38,39,24,13500000,2010-08-03,2,1,29.2
18,3054835,14,17,20,24,32,37,35,12000000,2010-07-31,2,2,24.0
17,2942501,12,18,21,22,32,37,19,11000000,2010-07-27,1,1,23.7
16,627806,2,5,8,26,32,34,31,10000000,2010-07-24,2,2,17.8
15,817214,2,10,23,32,33,39,7,9000000,2010-07-20,2,0,23.2
14,2661668,9,22,26,27,28,37,35,8500000,2010-07-17,1,0,24.8
13,10523,1,2,4,12,17,33,8,8000000,2010-07-13,2,1,11.5
12,2143268,6,20,30,33,34,36,35,7000000,2010-07-10,0,1,26.5
11,682526,2,6,12,25,28,31,18,6500000,2010-07-06,2,0,17.3
10,2453279,8,13,18,19,21,34,14,6000000,2010-07-03,2,0,18.8
9,2558942,9,11,15,20,31,36,23,5500000,2010-06-29,2,1,20.3
8,13779,1,2,5,6,10,11,15,5000000,2010-06-26,3,1,5.8
7,1883285,5,16,26,31,34,35,2,6500000,2010-06-22,2,1,24.5
6,774088,2,9,11,22,26,27,20,6000000,2010-06-19,2,0,16.2
5,88062,1,3,7,21,24,32,13,5500000,2010-06-15,2,2,14.7
4,983249,3,4,18,21,22,26,13,5000000,2010-06-12,1,0,15.7
3,3092330,15,16,23,27,35,37,26,6500000,2010-06-08,2,0,25.5
2,1647619,5,6,8,19,21,33,13,6000000,2010-06-05,2,2,15.3
1,2075714,6,13,14,21,25,35,37,5500000,2010-06-01,1,0,19.0
