NPRODUCTO,CONCURSO,R1,R2,R3,R4,R5,FECHA,PRIMOS
60,25820,0,5,6,0,3,2020-10-12,2
60,25819,0,3,8,6,7,2020-10-12,2
60,25818,8,6,3,4,9,2020-10-12,1
60,25817,9,9,2,6,5,2020-10-11,2
60,25816,6,8,3,7,9,2020-10-11,2
60,25815,0,2,7,1,2,2020-10-11,3
60,25814,2,6,3,3,9,2020-10-11,3
60,25813,1,3,7,2,2,2020-10-11,4
60,25812,4,5,4,0,0,2020-10-10,1
60,25811,2,3,1,3,1,2020-10-10,3
60,25810,9,2,9,5,6,2020-10-10,2
60,25809,2,8,0,1,1,2020-10-10,1
60,25808,2,1,8,6,0,2020-10-10,1
60,25807,1,4,0,0,9,2020-10-09,0
60,25806,0,2,2,5,0,2020-10-09,3
60,25805,1,4,1,7,8,2020-10-09,1
60,25804,2,2,7,7,1,2020-10-09,4
60,25803,0,8,9,5,1,2020-10-09,1
60,25802,6,0,8,8,9,2020-10-08,0
60,25801,8,0,6,9,8,2020-10-08,0
60,25800,0,4,1,9,6,2020-10-08,0
60,25799,0,5,7,8,7,2020-10-08,3
60,25798,8,0,7,7,3,2020-10-08,3
60,25797,0,7,9,6,7,2020-10-07,2
60,25796,1,3,2,7,8,2020-10-07,3
60,25795,2,1,0,9,2,2020-10-07,2
60,25794,0,0,2,5,6,2020-10-07,2
60,25793,3,6,8,1,6,2020-10-07,1
60,25792,4,7,8,0,9,2020-10-06,1
60,25791,0,4,9,9,0,2020-10-06,0
60,25790,4,1,4,1,8,2020-10-06,0
60,25789,4,6,8,0,9,2020-10-06,0
60,25788,8,1,0,1,8,2020-10-06,0
60,25787,3,1,4,1,2,2020-10-05,2
60,25786,8,1,9,6,0,2020-10-05,0
60,25785,9,2,3,8,6,2020-10-05,2
60,25784,4,5,9,8,9,2020-10-05,1
60,25783,7,8,6,6,0,2020-10-05,1
60,25782,0,4,7,1,9,2020-10-04,1
60,25781,2,1,1,6,0,2020-10-04,1
60,25780,7,0,3,3,6,2020-10-04,3
60,25779,3,8,3,6,2,2020-10-04,3
60,25778,3,2,5,5,9,2020-10-04,4
60,25777,3,9,4,5,3,2020-10-03,3
60,25776,4,4,8,8,1,2020-10-03,0
60,25775,6,3,4,5,3,2020-10-03,3
60,25774,4,8,7,4,7,2020-10-03,2
60,25773,8,6,4,9,9,2020-10-03,0
60,25772,2,8,0,7,6,2020-10-02,2
60,25771,7,5,9,3,5,2020-10-02,4
60,25770,6,8,8,7,0,2020-10-02,1
60,25769,0,1,4,9,8,2020-10-02,0
60,25768,4,5,6,0,3,2020-10-02,2
60,25767,1,0,9,1,8,2020-10-01,0
60,25766,0,1,2,3,3,2020-10-01,3
60,25765,8,9,4,9,9,2020-10-01,0
60,25764,7,8,3,1,5,2020-10-01,3
60,25763,5,7,3,0,4,2020-10-01,3
60,25762,3,6,2,7,5,2020-09-30,4
60,25761,3,9,9,2,3,2020-09-30,3
60,25760,2,2,1,0,7,2020-09-30,3
60,25759,1,5,0,4,8,2020-09-30,1
60,25758,0,3,4,6,3,2020-09-30,2
60,25757,2,6,9,6,8,2020-09-29,1
60,25756,0,1,4,2,3,2020-09-29,2
60,25755,3,7,8,5,1,2020-09-29,3
60,25754,2,3,5,4,7,2020-09-29,4
60,25753,7,2,5,5,8,2020-09-29,4
60,25752,7,8,2,0,0,2020-09-28,2
60,25751,6,9,6,3,3,2020-09-28,2
60,25750,1,8,7,1,3,2020-09-28,2
60,25749,0,2,8,9,2,2020-09-28,2
60,25748,1,0,7,5,0,2020-09-28,2
60,25747,2,2,9,5,2,2020-09-27,4
60,25746,2,2,9,9,1,2020-09-27,2
60,25745,2,6,1,6,7,2020-09-27,2
60,25744,2,0,2,0,7,2020-09-27,3
60,25743,5,9,5,3,4,2020-09-27,3
60,25742,8,5,3,6,9,2020-09-26,2
60,25741,0,2,5,7,3,2020-09-26,4
60,25740,8,9,2,8,9,2020-09-26,1
60,25739,3,4,5,8,8,2020-09-26,2
60,25738,2,6,0,5,8,2020-09-26,2
60,25737,3,9,4,0,8,2020-09-25,1
60,25736,6,8,7,0,4,2020-09-25,1
60,25735,8,1,0,1,7,2020-09-25,1
60,25734,3,3,8,3,6,2020-09-25,3
60,25733,1,5,7,2,5,2020-09-25,4
60,25732,0,6,5,7,4,2020-09-24,2
60,25731,4,9,5,4,7,2020-09-24,2
60,25730,0,4,6,8,7,2020-09-24,1
60,25729,4,6,0,7,8,2020-09-24,1
60,25728,9,3,2,7,6,2020-09-24,3
60,25727,8,4,7,8,3,2020-09-23,2
60,25726,8,1,0,9,5,2020-09-23,1
60,25725,8,8,6,8,4,2020-09-23,0
60,25724,5,6,4,9,6,2020-09-23,1
60,25723,5,7,3,9,6,2020-09-23,3
60,25722,1,9,9,7,1,2020-09-22,1
60,25721,4,7,1,7,9,2020-09-22,2
60,25720,5,7,0,8,2,2020-09-22,3
60,25719,8,3,6,1,1,2020-09-22,1
60,25718,7,0,1,4,1,2020-09-22,1
60,25717,5,2,9,4,8,2020-09-21,2
60,25716,8,2,5,0,9,2020-09-21,2
60,25715,7,4,2,8,7,2020-09-21,3
60,25714,7,9,2,0,4,2020-09-21,2
60,25713,9,4,4,3,2,2020-09-21,2
60,25712,3,1,2,8,7,2020-09-20,3
60,25711,5,7,7,1,8,2020-09-20,3
60,25710,4,9,9,0,7,2020-09-20,1
60,25709,5,0,9,2,2,2020-09-20,3
60,25708,1,0,9,3,0,2020-09-20,1
60,25707,7,0,5,4,7,2020-09-19,3
60,25706,7,4,6,8,1,2020-09-19,1
60,25705,9,8,9,6,1,2020-09-19,0
60,25704,7,4,5,6,8,2020-09-19,2
60,25703,6,5,4,0,0,2020-09-19,1
60,25702,0,1,0,7,5,2020-09-18,2
60,25701,4,3,0,5,6,2020-09-18,2
60,25700,1,1,8,6,4,2020-09-18,0
60,25699,8,5,9,1,1,2020-09-18,1
60,25698,7,8,0,8,9,2020-09-18,1
60,25697,1,7,1,4,9,2020-09-17,1
60,25696,0,8,5,0,3,2020-09-17,2
60,25695,0,2,7,4,6,2020-09-17,2
60,25694,4,5,5,4,1,2020-09-17,2
60,25693,8,5,7,4,5,2020-09-17,3
60,25692,3,3,9,7,7,2020-09-16,4
60,25691,4,4,5,7,8,2020-09-16,2
60,25690,1,1,5,6,2,2020-09-16,2
60,25689,2,7,7,3,9,2020-09-16,4
60,25688,2,9,9,2,6,2020-09-16,2
60,25687,0,2,0,4,0,2020-09-15,1
60,25686,4,3,9,2,0,2020-09-15,2
60,25685,3,3,0,5,3,2020-09-15,4
60,25684,1,3,4,3,5,2020-09-15,3
60,25683,3,0,0,5,9,2020-09-15,2
60,25682,8,3,7,1,5,2020-09-14,3
60,25681,4,1,0,0,7,2020-09-14,1
60,25680,6,8,1,8,9,2020-09-14,0
60,25679,3,0,4,9,7,2020-09-14,2
60,25678,7,7,0,9,3,2020-09-14,3
60,25677,1,1,8,7,9,2020-09-13,1
60,25676,3,6,6,3,0,2020-09-13,2
60,25675,7,9,8,7,3,2020-09-13,3
60,25674,7,8,8,6,7,2020-09-13,2
60,25673,9,7,4,7,8,2020-09-13,2
60,25672,4,0,2,9,5,2020-09-12,2
60,25671,2,4,1,9,9,2020-09-12,1
60,25670,4,1,5,6,8,2020-09-12,1
60,25669,3,8,4,0,8,2020-09-12,1
60,25668,7,8,7,1,9,2020-09-12,2
60,25667,0,1,3,7,0,2020-09-11,2
60,25666,8,7,8,8,9,2020-09-11,1
60,25665,4,8,4,4,0,2020-09-11,0
60,25664,7,6,1,6,9,2020-09-11,1
60,25663,6,9,8,8,4,2020-09-11,0
60,25662,0,0,5,9,2,2020-09-10,2
60,25661,9,5,4,1,1,2020-09-10,1
60,25660,4,0,6,6,0,2020-09-10,0
60,25659,5,2,8,9,3,2020-09-10,3
60,25658,1,0,4,6,1,2020-09-10,0
60,25657,7,7,3,3,9,2020-09-09,4
60,25656,1,9,1,1,4,2020-09-09,0
60,25655,0,3,7,6,8,2020-09-09,2
60,25654,1,8,2,4,6,2020-09-09,1
60,25653,7,0,4,1,4,2020-09-09,1
60,25652,3,7,6,7,7,2020-09-08,4
60,25651,8,3,7,6,7,2020-09-08,3
60,25650,2,8,3,9,6,2020-09-08,2
60,25649,7,1,6,4,2,2020-09-08,2
60,25648,6,2,0,1,3,2020-09-08,2
60,25647,7,9,5,8,7,2020-09-07,3
60,25646,3,2,2,6,5,2020-09-07,4
60,25645,6,6,7,0,0,2020-09-07,1
60,25644,5,1,2,9,7,2020-09-07,3
60,25643,8,6,9,9,7,2020-09-07,1
60,25642,9,9,4,9,9,2020-09-06,0
60,25641,1,4,5,2,7,2020-09-06,3
60,25640,8,4,9,2,7,2020-09-06,2
60,25639,0,7,4,0,2,2020-09-06,2
60,25638,6,3,6,4,0,2020-09-06,1
60,25637,5,7,8,9,7,2020-09-05,3
60,25636,6,4,5,0,3,2020-09-05,2
60,25635,4,4,8,1,4,2020-09-05,0
60,25634,2,5,9,3,8,2020-09-05,3
60,25633,2,3,3,7,9,2020-09-05,4
60,25632,0,3,1,0,7,2020-09-04,2
60,25631,5,9,2,3,8,2020-09-04,3
60,25630,0,9,2,5,4,2020-09-04,2
60,25629,9,0,7,5,6,2020-09-04,2
60,25628,4,9,4,7,6,2020-09-04,1
60,25627,4,5,7,2,6,2020-09-03,3
60,25626,7,6,9,7,3,2020-09-03,3
60,25625,4,6,7,4,8,2020-09-03,1
60,25624,4,0,8,2,6,2020-09-03,1
60,25623,0,5,5,8,0,2020-09-03,2
60,25622,5,3,7,3,5,2020-09-02,5
60,25621,4,6,7,1,9,2020-09-02,1
60,25620,8,5,7,6,5,2020-09-02,3
60,25619,0,6,6,7,5,2020-09-02,2
60,25618,6,2,0,6,9,2020-09-02,1
60,25617,9,8,0,9,1,2020-09-01,0
60,25616,8,2,6,1,4,2020-09-01,1
60,25615,2,1,8,3,1,2020-09-01,2
60,25614,9,8,7,1,3,2020-09-01,2
60,25613,7,4,9,4,5,2020-09-01,2
60,25612,6,2,3,2,9,2020-08-31,3
60,25611,9,5,4,1,1,2020-08-31,1
60,25610,8,2,1,8,6,2020-08-31,1
60,25609,5,3,8,2,8,2020-08-31,3
60,25608,2,1,3,9,7,2020-08-31,3
60,25607,0,8,4,3,7,2020-08-30,2
60,25606,4,0,1,8,2,2020-08-30,1
60,25605,8,2,8,2,7,2020-08-30,3
60,25604,7,3,8,4,7,2020-08-30,3
60,25603,6,7,9,9,1,2020-08-30,1
60,25602,2,8,3,9,3,2020-08-29,3
60,25601,7,3,8,7,1,2020-08-29,3
60,25600,7,6,4,2,6,2020-08-29,2
60,25599,1,2,4,6,2,2020-08-29,2
60,25598,7,1,3,3,4,2020-08-29,3
60,25597,7,3,6,8,0,2020-08-28,2
60,25596,4,3,7,9,0,2020-08-28,2
60,25595,9,8,3,6,9,2020-08-28,1
60,25594,3,0,8,8,8,2020-08-28,1
60,25593,2,9,4,5,5,2020-08-28,3
60,25592,2,8,3,8,9,2020-08-27,2
60,25591,5,1,6,7,7,2020-08-27,3
60,25590,5,7,1,5,9,2020-08-27,3
60,25589,5,9,9,9,6,2020-08-27,1
60,25588,8,8,2,3,4,2020-08-27,2
60,25587,2,2,8,5,7,2020-08-26,4
60,25586,9,7,6,7,1,2020-08-26,2
60,25585,5,2,0,7,8,2020-08-26,3
60,25584,1,9,0,5,5,2020-08-26,2
60,25583,5,2,9,2,4,2020-08-26,3
60,25582,0,2,8,9,3,2020-08-25,2
60,25581,1,6,2,9,1,2020-08-25,1
60,25580,4,7,1,9,0,2020-08-25,1
60,25579,5,3,0,7,8,2020-08-25,3
60,25578,1,9,1,1,0,2020-08-25,0
60,25577,3,6,6,9,5,2020-08-24,2
60,25576,7,6,1,1,5,2020-08-24,2
60,25575,8,0,2,3,4,2020-08-24,2
60,25574,7,9,9,6,0,2020-08-24,1
60,25573,7,6,7,3,0,2020-08-24,3
60,25572,2,5,1,7,9,2020-08-23,3
60,25571,4,5,8,0,3,2020-08-23,2
60,25570,9,9,3,8,7,2020-08-23,2
60,25569,3,1,9,6,8,2020-08-23,1
60,25568,9,2,0,0,4,2020-08-23,1
60,25567,4,5,4,6,4,2020-08-22,1
60,25566,7,6,9,7,6,2020-08-22,2
60,25565,0,8,0,2,9,2020-08-22,1
60,25564,7,4,1,8,2,2020-08-22,2
60,25563,4,3,2,7,6,2020-08-22,3
60,25562,3,9,6,5,1,2020-08-21,2
60,25561,5,6,4,5,3,2020-08-21,3
60,25560,9,7,7,7,3,2020-08-21,4
60,25559,7,0,9,4,5,2020-08-21,2
60,25558,1,8,2,2,3,2020-08-21,3
60,25557,9,2,9,8,5,2020-08-20,2
60,25556,8,4,9,1,3,2020-08-20,1
60,25555,2,9,2,1,6,2020-08-20,2
60,25554,2,6,1,7,2,2020-08-20,3
60,25553,3,5,5,7,7,2020-08-20,5
60,25552,7,4,4,8,4,2020-08-19,1
60,25551,7,6,1,3,3,2020-08-19,3
60,25550,9,1,8,4,2,2020-08-19,1
60,25549,5,3,1,4,3,2020-08-19,3
60,25548,5,3,1,9,2,2020-08-19,3
60,25547,8,3,4,8,7,2020-08-18,2
60,25546,4,3,0,4,6,2020-08-18,1
60,25545,8,1,7,7,8,2020-08-18,2
60,25544,6,8,1,8,3,2020-08-18,1
60,25543,9,3,1,1,7,2020-08-18,2
60,25542,9,7,4,9,0,2020-08-17,1
60,25541,4,7,1,8,3,2020-08-17,2
60,25540,3,5,6,7,3,2020-08-17,4
60,25539,5,7,5,7,9,2020-08-17,4
60,25538,1,1,4,3,2,2020-08-17,2
60,25537,9,9,7,6,5,2020-08-16,2
60,25536,0,6,0,8,0,2020-08-16,0
60,25535,3,9,6,0,8,2020-08-16,1
60,25534,1,4,8,2,5,2020-08-16,2
60,25533,4,1,6,6,1,2020-08-16,0
60,25532,4,0,3,1,9,2020-08-15,1
60,25531,6,8,1,3,4,2020-08-15,1
60,25530,4,9,8,0,8,2020-08-15,0
60,25529,3,1,9,6,5,2020-08-15,2
60,25528,2,2,1,7,4,2020-08-15,3
60,25527,5,0,3,7,7,2020-08-14,4
60,25526,0,1,5,4,5,2020-08-14,2
60,25525,9,4,5,6,1,2020-08-14,1
60,25524,7,3,0,2,3,2020-08-14,4
60,25523,1,6,5,5,7,2020-08-14,3
60,25522,8,5,3,1,2,2020-08-13,3
60,25521,4,0,5,3,1,2020-08-13,2
60,25520,2,4,0,9,7,2020-08-13,2
60,25519,2,7,7,6,0,2020-08-13,3
60,25518,9,1,8,7,0,2020-08-13,1
60,25517,1,5,7,0,5,2020-08-12,3
60,25516,8,5,7,7,6,2020-08-12,3
60,25515,4,1,6,1,3,2020-08-12,1
60,25514,2,0,9,1,4,2020-08-12,1
60,25513,4,5,2,9,9,2020-08-12,2
60,25512,3,1,9,7,5,2020-08-11,3
60,25511,6,1,3,7,5,2020-08-11,3
60,25510,3,6,6,9,7,2020-08-11,2
60,25509,3,8,8,4,7,2020-08-11,2
60,25508,5,3,9,6,4,2020-08-11,2
60,25507,1,4,9,6,9,2020-08-10,0
60,25506,4,7,8,4,8,2020-08-10,1
60,25505,8,4,7,3,7,2020-08-10,3
60,25504,3,1,4,2,9,2020-08-10,2
60,25503,1,9,0,5,8,2020-08-10,1
60,25502,1,5,6,4,5,2020-08-09,2
60,25501,6,6,6,2,6,2020-08-09,1
60,25500,7,8,5,4,6,2020-08-09,2
60,25499,8,9,2,1,7,2020-08-09,2
60,25498,3,4,1,1,0,2020-08-09,1
60,25497,2,0,2,5,1,2020-08-08,3
60,25496,1,2,3,6,2,2020-08-08,3
60,25495,5,5,7,3,8,2020-08-08,4
60,25494,2,3,3,6,4,2020-08-08,3
60,25493,0,4,7,8,9,2020-08-08,1
60,25492,8,1,8,8,5,2020-08-07,1
60,25491,1,7,2,9,4,2020-08-07,2
60,25490,0,5,2,4,4,2020-08-07,2
60,25489,0,2,4,2,8,2020-08-07,2
60,25488,2,1,3,2,5,2020-08-07,4
60,25487,7,8,0,8,2,2020-08-06,2
60,25486,8,5,3,1,8,2020-08-06,2
60,25485,1,3,8,3,2,2020-08-06,3
60,25484,2,8,3,4,6,2020-08-06,2
60,25483,2,9,0,8,3,2020-08-06,2
60,25482,1,4,4,7,5,2020-08-05,2
60,25481,3,2,2,5,6,2020-08-05,4
60,25480,5,1,2,0,6,2020-08-05,2
60,25479,1,9,7,0,8,2020-08-05,1
60,25478,4,0,9,1,2,2020-08-05,1
60,25477,9,4,1,9,1,2020-08-04,0
60,25476,6,5,1,7,1,2020-08-04,2
60,25475,9,4,5,2,1,2020-08-04,2
60,25474,3,8,2,9,1,2020-08-04,2
60,25473,1,0,9,0,6,2020-08-04,0
60,25472,7,9,4,3,2,2020-08-03,3
60,25471,0,6,1,1,6,2020-08-03,0
60,25470,1,0,8,4,8,2020-08-03,0
60,25469,5,2,8,9,9,2020-08-03,2
60,25468,2,9,2,5,4,2020-08-03,3
60,25467,8,0,7,2,8,2020-08-02,2
60,25466,3,1,5,8,2,2020-08-02,3
60,25465,2,6,6,6,9,2020-08-02,1
60,25464,3,7,2,0,2,2020-08-02,4
60,25463,5,7,3,5,7,2020-08-02,5
60,25462,1,9,2,9,1,2020-08-01,1
60,25461,2,0,0,2,1,2020-08-01,2
60,25460,4,4,1,0,3,2020-08-01,1
60,25459,6,1,4,3,6,2020-08-01,1
60,25458,7,7,8,6,7,2020-08-01,3
60,25457,2,0,9,7,4,2020-07-31,2
60,25456,3,0,9,3,0,2020-07-31,2
60,25455,5,3,4,2,0,2020-07-31,3
60,25454,1,1,0,6,9,2020-07-31,0
60,25453,3,8,8,7,4,2020-07-31,2
60,25452,0,7,3,5,8,2020-07-30,3
60,25451,4,5,2,8,2,2020-07-30,3
60,25450,7,3,3,2,5,2020-07-30,5
60,25449,8,8,8,2,8,2020-07-30,1
60,25448,2,1,5,4,9,2020-07-30,2
60,25447,1,3,8,6,9,2020-07-29,1
60,25446,5,5,3,8,8,2020-07-29,3
60,25445,0,4,8,8,1,2020-07-29,0
60,25444,7,9,4,3,5,2020-07-29,3
60,25443,5,7,7,7,2,2020-07-29,5
60,25442,4,4,4,0,5,2020-07-28,1
60,25441,3,3,7,0,3,2020-07-28,4
60,25440,0,1,3,3,8,2020-07-28,2
60,25439,2,7,6,6,8,2020-07-28,2
60,25438,6,3,0,9,2,2020-07-28,2
60,25437,2,2,4,3,5,2020-07-27,4
60,25436,4,5,1,6,1,2020-07-27,1
60,25435,0,4,2,9,2,2020-07-27,2
60,25434,9,4,6,3,4,2020-07-27,1
60,25433,6,8,5,7,1,2020-07-27,2
60,25432,6,3,9,1,5,2020-07-26,2
60,25431,5,0,1,7,2,2020-07-26,3
60,25430,5,9,8,7,2,2020-07-26,3
60,25429,8,0,7,5,5,2020-07-26,3
60,25428,0,2,9,2,9,2020-07-26,2
60,25427,1,6,6,7,5,2020-07-25,2
60,25426,4,0,0,4,9,2020-07-25,0
60,25425,4,3,6,2,3,2020-07-25,3
60,25424,9,6,3,9,8,2020-07-25,1
60,25423,1,4,3,9,8,2020-07-25,1
60,25422,6,4,9,0,2,2020-07-24,1
60,25421,6,6,2,5,0,2020-07-24,2
60,25420,2,8,2,2,4,2020-07-24,3
60,25419,9,7,5,4,9,2020-07-24,2
60,25418,8,8,0,4,9,2020-07-24,0
60,25417,4,4,2,6,0,2020-07-23,1
60,25416,4,8,1,4,7,2020-07-23,1
60,25415,9,3,1,6,2,2020-07-23,2
60,25414,8,5,6,0,9,2020-07-23,1
60,25413,0,2,0,1,5,2020-07-23,2
60,25412,4,1,1,4,3,2020-04-01,1
60,25411,9,0,2,1,4,2020-04-01,1
60,25410,7,7,7,7,2,2020-04-01,5
60,25409,7,2,1,5,7,2020-04-01,4
60,25408,1,2,4,2,2,2020-04-01,3
60,25407,7,8,8,8,2,2020-03-31,2
60,25406,1,6,9,5,7,2020-03-31,2
60,25405,1,1,0,4,9,2020-03-31,0
60,25404,3,2,4,9,7,2020-03-31,3
60,25403,5,5,0,9,1,2020-03-31,2
60,25402,3,3,0,3,7,2020-03-30,4
60,25401,3,1,6,2,2,2020-03-30,3
60,25400,8,7,8,7,5,2020-03-30,3
60,25399,1,0,6,4,8,2020-03-30,0
60,25398,9,1,7,1,9,2020-03-30,1
60,25397,3,4,6,1,1,2020-03-29,1
60,25396,8,0,5,3,3,2020-03-29,3
60,25395,0,0,5,1,1,2020-03-29,1
60,25394,6,8,8,3,8,2020-03-29,1
60,25393,7,7,2,0,0,2020-03-29,3
60,25392,9,7,3,0,8,2020-03-28,2
60,25391,9,6,3,3,2,2020-03-28,3
60,25390,8,3,2,3,4,2020-03-28,3
60,25389,4,6,6,2,4,2020-03-28,1
60,25388,0,9,4,4,8,2020-03-28,0
60,25387,7,8,9,9,0,2020-03-27,1
60,25386,1,0,8,7,3,2020-03-27,2
60,25385,5,4,9,9,2,2020-03-27,2
60,25384,2,4,7,0,0,2020-03-27,2
60,25383,4,7,0,0,9,2020-03-27,1
60,25382,5,7,2,4,4,2020-03-26,3
60,25381,1,0,5,1,0,2020-03-26,1
60,25380,8,8,5,0,2,2020-03-26,2
60,25379,2,7,1,2,3,2020-03-26,4
60,25378,0,8,4,2,6,2020-03-26,1
60,25377,5,5,9,4,2,2020-03-25,3
60,25376,5,2,2,5,8,2020-03-25,4
60,25375,2,8,6,7,7,2020-03-25,3
60,25374,7,4,3,3,5,2020-03-25,4
60,25373,8,0,9,2,6,2020-03-25,1
60,25372,5,5,9,0,0,2020-03-24,2
60,25371,3,7,8,8,8,2020-03-24,2
60,25370,9,1,8,6,1,2020-03-24,0
60,25369,8,0,1,6,8,2020-03-24,0
60,25368,2,6,3,4,2,2020-03-24,3
60,25367,2,4,2,4,8,2020-03-23,2
60,25366,3,5,0,7,2,2020-03-23,4
60,25365,4,0,1,3,1,2020-03-23,1
60,25364,5,3,9,1,5,2020-03-23,3
60,25363,9,8,9,4,9,2020-03-23,0
60,25362,8,2,6,6,1,2020-03-22,1
60,25361,8,3,9,5,8,2020-03-22,2
60,25360,7,4,8,2,0,2020-03-22,2
60,25359,0,5,4,4,4,2020-03-22,1
60,25358,2,9,7,4,7,2020-03-22,3
60,25357,3,8,0,9,0,2020-03-21,1
60,25356,8,7,2,6,0,2020-03-21,2
60,25355,3,0,6,0,6,2020-03-21,1
60,25354,1,5,1,8,8,2020-03-21,1
60,25353,7,2,3,4,0,2020-03-21,3
60,25352,7,2,1,5,9,2020-03-20,3
60,25351,5,4,1,2,9,2020-03-20,2
60,25350,2,2,9,7,3,2020-03-20,4
60,25349,8,1,2,0,8,2020-03-20,1
60,25348,3,4,5,6,1,2020-03-20,2
60,25347,4,5,2,9,3,2020-03-19,3
60,25346,6,6,5,0,7,2020-03-19,2
60,25345,7,8,9,1,7,2020-03-19,2
60,25344,1,9,4,9,0,2020-03-19,0
60,25343,8,7,1,7,3,2020-03-19,3
60,25342,1,5,1,2,9,2020-03-18,2
60,25341,0,3,5,3,7,2020-03-18,4
60,25340,5,0,7,0,7,2020-03-18,3
60,25339,2,7,7,6,5,2020-03-18,4
60,25338,4,6,4,0,3,2020-03-18,1
60,25337,8,1,5,0,1,2020-03-17,1
60,25336,1,4,2,0,5,2020-03-17,2
60,25335,8,2,0,3,0,2020-03-17,2
60,25334,2,9,6,8,3,2020-03-17,2
60,25333,4,1,4,2,9,2020-03-17,1
60,25332,8,1,2,9,4,2020-03-16,1
60,25331,6,3,6,0,7,2020-03-16,2
60,25330,1,8,0,2,1,2020-03-16,1
60,25329,8,3,6,5,5,2020-03-16,3
60,25328,1,0,8,4,1,2020-03-16,0
60,25327,1,5,1,5,8,2020-03-15,2
60,25326,1,0,7,3,7,2020-03-15,3
60,25325,1,8,7,6,8,2020-03-15,1
60,25324,0,0,1,5,6,2020-03-15,1
60,25323,9,9,9,4,7,2020-03-15,1
60,25322,6,2,4,0,5,2020-03-14,2
60,25321,8,7,6,4,9,2020-03-14,1
60,25320,8,0,8,8,9,2020-03-14,0
60,25319,0,8,5,4,1,2020-03-14,1
60,25318,2,8,1,1,9,2020-03-14,1
60,25317,2,5,8,0,7,2020-03-13,3
60,25316,4,7,1,4,3,2020-03-13,2
60,25315,3,8,8,6,9,2020-03-13,1
60,25314,5,2,3,2,9,2020-03-13,4
60,25313,0,7,6,7,1,2020-03-13,2
60,25312,0,9,0,4,2,2020-03-12,1
60,25311,0,1,8,1,5,2020-03-12,1
60,25310,6,6,1,9,8,2020-03-12,0
60,25309,7,9,6,0,2,2020-03-12,2
60,25308,7,5,6,9,5,2020-03-12,3
60,25307,1,8,8,8,5,2020-03-11,1
60,25306,6,5,1,0,5,2020-03-11,2
60,25305,6,8,4,7,1,2020-03-11,1
60,25304,2,5,1,9,9,2020-03-11,2
60,25303,0,1,5,5,6,2020-03-11,2
60,25302,9,4,7,7,9,2020-03-10,2
60,25301,1,9,1,1,1,2020-03-10,0
60,25300,4,6,5,6,6,2020-03-10,1
60,25299,1,4,4,7,0,2020-03-10,1
60,25298,9,7,9,3,9,2020-03-10,2
60,25297,2,4,8,0,2,2020-03-09,2
60,25296,1,7,7,8,5,2020-03-09,3
60,25295,5,7,8,5,1,2020-03-09,3
60,25294,1,6,5,8,6,2020-03-09,1
60,25293,7,6,7,3,3,2020-03-09,4
60,25292,4,1,1,3,8,2020-03-08,1
60,25291,2,5,3,4,3,2020-03-08,4
60,25290,4,5,3,8,7,2020-03-08,3
60,25289,3,7,5,9,7,2020-03-08,4
60,25288,4,8,6,8,5,2020-03-08,1
60,25287,9,3,0,2,5,2020-03-07,3
60,25286,2,8,2,4,3,2020-03-07,3
60,25285,8,5,7,8,5,2020-03-07,3
60,25284,8,8,0,9,4,2020-03-07,0
60,25283,0,4,3,8,9,2020-03-07,1
60,25282,4,9,1,3,0,2020-03-06,1
60,25281,5,2,9,3,1,2020-03-06,3
60,25280,6,9,2,2,8,2020-03-06,2
60,25279,2,5,6,7,3,2020-03-06,4
60,25278,2,6,3,4,9,2020-03-06,2
60,25277,9,9,4,9,5,2020-03-05,1
60,25276,0,7,6,8,7,2020-03-05,2
60,25275,7,3,8,5,9,2020-03-05,3
60,25274,4,9,9,6,6,2020-03-05,0
60,25273,0,0,3,3,5,2020-03-05,3
60,25272,3,4,3,7,5,2020-03-04,4
60,25271,6,3,9,7,5,2020-03-04,3
60,25270,5,0,8,0,2,2020-03-04,2
60,25269,1,0,6,5,5,2020-03-04,2
60,25268,7,2,8,0,8,2020-03-04,2
60,25267,7,4,3,4,8,2020-03-03,2
60,25266,8,8,7,6,7,2020-03-03,2
60,25265,0,6,4,2,3,2020-03-03,2
60,25264,0,8,5,6,0,2020-03-03,1
60,25263,3,8,7,0,7,2020-03-03,3
60,25262,8,7,3,5,0,2020-03-02,3
60,25261,6,1,6,3,6,2020-03-02,1
60,25260,6,0,4,0,0,2020-03-02,0
60,25259,5,5,9,3,8,2020-03-02,3
60,25258,1,7,5,8,2,2020-03-02,3
60,25257,7,4,1,1,8,2020-03-01,1
60,25256,9,2,4,9,0,2020-03-01,1
60,25255,5,6,8,7,3,2020-03-01,3
60,25254,6,1,0,4,3,2020-03-01,1
60,25253,1,6,4,0,1,2020-03-01,0
60,25252,8,0,8,3,0,2020-02-29,1
60,25251,8,5,3,6,1,2020-02-29,2
60,25250,4,1,3,7,4,2020-02-29,2
60,25249,8,5,1,2,2,2020-02-29,3
60,25248,3,5,2,7,0,2020-02-29,4
60,25247,9,7,8,3,3,2020-02-28,3
60,25246,0,8,7,0,0,2020-02-28,1
60,25245,7,1,4,3,9,2020-02-28,2
60,25244,2,9,2,3,9,2020-02-28,3
60,25243,7,0,8,0,5,2020-02-28,2
60,25242,4,0,1,4,9,2020-02-27,0
60,25241,0,4,6,2,4,2020-02-27,1
60,25240,6,1,8,1,6,2020-02-27,0
